class,ag_004,ah_000,av_000,ay_008,az_001,ba_008,bk_000,bs_000,ca_000,cg_000,cm_000,cs_004,cv_000,de_000,do_000
31703,neg,1598.0,6910754.0,54486.0,7687160.0,3826.0,82.0,517380.0,266740.0,27590.0,754.0,0.0,569880.0,7801606.0,3434.0,43458.0
31708,neg,46270.0,2165000.0,702.0,620454.0,2228.0,0.0,246520.0,102240.0,60420.0,140.0,0.0,323520.0,4216144.0,462.0,64574.0
31710,neg,1254.0,1220428.0,576.0,336682.0,1068.0,0.0,192780.0,128480.0,80660.0,66.0,0.0,186358.0,2110632.0,224.0,42726.0
31714,neg,63550.0,1208336.0,88.0,1267044.0,28324.0,56492.0,185920.0,137520.0,68706.0,88.0,1412.0,183056.0,2195722.0,1064.0,11522.0
31715,neg,4262550.0,4687090.0,2366.0,8865072.0,1294.0,109228.0,225760.0,1280.0,116278.0,136.0,1424.0,506640.0,7472854.0,950.0,10662.0
31720,neg,942.0,1407886.0,186.0,327986.0,864.0,0.0,138640.0,53160.0,40082.0,30.0,0.0,94632.0,1359308.0,70.0,43880.0
31721,neg,37462.0,2603034.0,342.0,1434560.0,10352.0,3770.0,180920.0,86560.0,56810.0,94.0,0.0,475854.0,4923986.0,800.0,104492.0
31724,neg,1671360.0,899658.0,198.0,1267918.0,1656.0,36836.0,275140.0,141680.0,55434.0,60.0,734.0,91080.0,2307640.0,968.0,4606.0
31726,neg,20328.0,1181858.0,596.0,144512.0,930.0,2286.0,171920.0,82160.0,46358.0,86.0,0.0,153816.0,2261336.0,452.0,30766.0
31728,neg,438.0,1325722.0,476.0,1683848.0,2032.0,0.0,214120.0,112200.0,75538.0,78.0,920.0,127332.0,2419800.0,228.0,64696.0
31729,neg,378.0,906344.0,3106.0,4.0,662.0,0.0,166480.0,107040.0,72122.0,30.0,328.0,48154.0,1416054.0,272.0,39222.0
31733,neg,1262.0,1397254.0,512.0,640644.0,892.0,0.0,175200.0,83820.0,52830.0,136.0,0.0,152634.0,2047294.0,526.0,40886.0
31734,neg,10628.0,1473772.0,2030.0,1206230.0,698.0,434.0,140880.0,100140.0,72606.0,94.0,148.0,119552.0,2393510.0,456.0,47472.0
31739,neg,112850.0,1120788.0,180.0,471642.0,812.0,0.0,153860.0,34520.0,21838.0,58.0,0.0,98450.0,1933962.0,90.0,39828.0
31741,neg,216.0,1218432.0,3766.0,1105962.0,2696.0,686.0,244580.0,234620.0,68632.0,170.0,0.0,170190.0,1542134.0,142.0,30794.0
31742,neg,8206.0,2568572.0,4966.0,449648.0,600.0,30960.0,124660.0,115380.0,88766.0,114.0,0.0,372248.0,4754274.0,462.0,78884.0
31743,neg,1560.0,835222.0,1930.0,50466.0,2460.0,1232.0,200660.0,118860.0,78196.0,66.0,0.0,132634.0,1395762.0,82.0,26072.0
31747,neg,1838.0,835134.0,278.0,0.0,618.0,0.0,330520.0,384540.0,102618.0,184.0,0.0,190566.0,1294788.0,552.0,2510.0
31750,neg,44968.0,5664452.0,3644.0,2345978.0,3626.0,0.0,114600.0,28520.0,6528.0,248.0,0.0,898644.0,10918366.0,366.0,124478.0
31752,neg,46198.0,1264504.0,358.0,177648.0,672.0,234.0,246060.0,114880.0,62456.0,84.0,0.0,117344.0,1801302.0,156.0,24692.0
31755,neg,1546.0,1030790.0,204.0,261068.0,1314.0,0.0,219220.0,11160.0,766.0,54.0,522.0,107100.0,2130366.0,196.0,56864.0
31757,neg,0.0,5812316.0,510.0,0.0,0.0,0.0,253940.0,147540.0,56556.0,178.0,0.0,0.0,10338286.0,556.0,45376.0
31759,neg,246.0,1014318.0,82.0,43760.0,1740.0,0.0,152420.0,87740.0,113626.0,36.0,504.0,54546.0,2069852.0,76.0,31268.0
31762,neg,646.0,1194416.0,914.0,344724.0,1326.0,7472.0,221540.0,129220.0,52700.0,166.0,0.0,121146.0,1890076.0,376.0,32422.0
31769,neg,13828.0,586224.0,1528.0,97106.0,354.0,0.0,212040.0,33740.0,21974.0,56.0,0.0,73904.0,946030.0,124.0,24574.0
31772,neg,16732374.0,23486598.0,13020.0,9535238.0,15502.0,1326980.0,225740.0,49000.0,94114.0,10446.0,4226.0,6275486.0,35024572.0,2702.0,129722.0
31773,neg,1810.0,1373962.0,1560.0,532270.0,1740.0,0.0,251620.0,245440.0,100698.0,120.0,0.0,210942.0,2302766.0,386.0,25318.0
31778,neg,204274.0,1230140.0,184.0,443884.0,818.0,106.0,120800.0,45300.0,38820.0,134.0,0.0,90902.0,2054034.0,124.0,36096.0
31779,neg,1482.0,1114218.0,2110.0,1108.0,6788.0,226.0,391860.0,301400.0,69366.0,216.0,0.0,196524.0,2093404.0,266.0,21272.0
31781,neg,480.0,1069256.0,1350.0,88888.0,684.0,22236.0,257560.0,143920.0,103386.0,152.0,0.0,127874.0,632974.0,276.0,32178.0
31782,neg,4704.0,1699002.0,536.0,499488.0,968.0,436.0,151660.0,9160.0,5296.0,240.0,0.0,331318.0,2210268.0,246.0,30816.0
31784,neg,204.0,488202.0,82.0,352134.0,460.0,1820.0,175940.0,5700.0,1998.0,60.0,0.0,49146.0,963294.0,88.0,14600.0
31787,neg,1752.0,1221892.0,382.0,168290.0,1088.0,0.0,156580.0,95180.0,54008.0,62.0,0.0,232324.0,2610156.0,186.0,47762.0
31789,neg,22814.0,3513986.0,2440.0,1492600.0,1534.0,420.0,230520.0,192940.0,95874.0,224.0,0.0,354280.0,6626988.0,2042.0,97520.0
31792,neg,23180.0,2941824.0,916.0,280450.0,1766.0,0.0,313440.0,164440.0,84292.0,74.0,824.0,368058.0,5128540.0,550.0,83776.0
31793,neg,92244.0,1146616.0,226.0,141054.0,684.0,2.0,100980.0,26380.0,22804.0,106.0,0.0,156326.0,1278698.0,234.0,30996.0
31800,neg,3190.0,1224288.0,658.0,417572.0,4676.0,0.0,286400.0,8980.0,212.0,86.0,0.0,253980.0,2300512.0,746.0,33306.0
31801,neg,43744.0,1030270.0,2434.0,97332.0,2106.0,97680.0,156160.0,17780.0,11808.0,50.0,504.0,100956.0,2147728.0,222.0,33738.0
31802,neg,658.0,1381464.0,488.0,2032.0,1912.0,588.0,283700.0,223440.0,94746.0,160.0,0.0,127936.0,2551890.0,354.0,28924.0
31803,neg,145876.0,1127546.0,1984.0,909988.0,512.0,21422.0,158720.0,16380.0,11088.0,64.0,0.0,99364.0,2003768.0,498.0,42002.0
31804,neg,5858.0,1465832.0,212.0,1853228.0,714.0,2720.0,173460.0,148280.0,92718.0,128.0,0.0,98246.0,2945308.0,142.0,35444.0
31807,neg,45796.0,1477946.0,3914.0,991534.0,1144.0,15068.0,216820.0,175500.0,95830.0,250.0,0.0,186410.0,2767544.0,390.0,55088.0
31808,neg,0.0,4981024.0,0.0,140.0,4.0,0.0,252060.0,28900.0,120226.0,172.0,2.0,0.0,8297054.0,0.0,0.0
31811,neg,94240.0,4006986.0,1982.0,621064.0,2272.0,0.0,126060.0,134160.0,96684.0,206.0,958.0,398380.0,6520876.0,1920.0,92308.0
31812,neg,4560.0,2531710.0,4054.0,148992.0,1960.0,0.0,508160.0,42900.0,5338.0,98.0,0.0,509910.0,627608.0,382.0,31908.0
31813,neg,57568.0,2988094.0,4370.0,351606.0,10724.0,384.0,189260.0,62520.0,20616.0,484.0,1876.0,477754.0,1373700.0,294.0,43542.0
31816,neg,534.0,1779024.0,1034.0,1712574.0,1946.0,20.0,141180.0,86280.0,83882.0,172.0,1176.0,220544.0,3359976.0,352.0,50494.0
31819,neg,2846.0,1431700.0,1156.0,645576.0,6808.0,234.0,174280.0,153260.0,76226.0,126.0,0.0,213712.0,2235978.0,272.0,48438.0
31825,neg,526.0,1113846.0,1434.0,316428.0,868.0,0.0,184440.0,34760.0,18350.0,62.0,342.0,140578.0,2246374.0,120.0,19450.0
31826,neg,921396.0,2485652.0,56.0,192218.0,156.0,20736.0,190720.0,48180.0,21952.0,42.0,192.0,192916.0,1180886.0,102.0,2042.0
31828,neg,2442.0,1010064.0,534.0,580.0,7182.0,12.0,288020.0,45040.0,14904.0,16.0,0.0,113306.0,1920436.0,346.0,17840.0
31829,neg,90.0,972420.0,166.0,89618.0,510.0,0.0,130920.0,85040.0,110014.0,26.0,0.0,62500.0,1793980.0,60.0,30222.0
31834,neg,89202.0,1213214.0,2732.0,400618.0,1200.0,1588.0,260440.0,172620.0,40124.0,62.0,0.0,159138.0,2222872.0,546.0,44148.0
31836,neg,2812.0,1268222.0,398.0,441436.0,1082.0,0.0,149840.0,45920.0,36020.0,92.0,160.0,124608.0,2432972.0,64.0,29474.0
31838,neg,3660.0,1179058.0,460.0,2.0,1378.0,56.0,168600.0,82060.0,56976.0,84.0,0.0,163136.0,1478944.0,198.0,37696.0
31842,neg,84348.0,1435288.0,1076.0,701198.0,532.0,9434.0,161740.0,109840.0,91732.0,116.0,0.0,158822.0,2849486.0,196.0,50948.0
31846,neg,142.0,1229710.0,232.0,197156.0,964.0,0.0,213460.0,76040.0,39154.0,0.0,748.0,122118.0,0.0,242.0,111926.0
31847,neg,11470.0,1099804.0,1828.0,532362.0,1496.0,59546.0,255380.0,29020.0,10354.0,284.0,0.0,110216.0,197790.0,282.0,37022.0
31848,neg,484.0,2082168.0,488.0,773450.0,3618.0,2.0,131820.0,25100.0,14638.0,140.0,1078.0,197438.0,4199958.0,110.0,98400.0
31851,neg,415960.0,7942888.0,3784.0,187640.0,586.0,0.0,126320.0,7840.0,113508.0,132.0,0.0,227600.0,4046530.0,1378.0,246582.0
31852,neg,53498.0,1227870.0,2294.0,588614.0,388.0,0.0,118700.0,34500.0,28202.0,62.0,0.0,86314.0,1985168.0,242.0,22912.0
31853,neg,3834.0,1258586.0,1244.0,16870.0,2782.0,988.0,215820.0,110040.0,57908.0,78.0,0.0,254760.0,2239706.0,534.0,26728.0
31854,neg,38904.0,382172.0,12.0,236728.0,5298.0,8448.0,368740.0,42360.0,9068.0,116.0,1102.0,56084.0,802048.0,524.0,454.0
31855,neg,11996.0,3188324.0,2904.0,39636.0,1484.0,0.0,284680.0,91680.0,115564.0,868.0,1644.0,575292.0,2275762.0,3502.0,68276.0
31858,neg,251570.0,29080078.0,26.0,28566586.0,4408.0,40150.0,264040.0,255400.0,29250.0,1016.0,0.0,2257584.0,18786294.0,22.0,40.0
31860,neg,2868.0,1783838.0,1076.0,819262.0,1160.0,0.0,206140.0,168620.0,86962.0,96.0,0.0,1148434.0,3535518.0,1738.0,87018.0
31861,neg,0.0,933410.0,236.0,0.0,0.0,0.0,170040.0,106280.0,91760.0,60.0,0.0,0.0,1793676.0,726.0,9844.0
31864,neg,99418.0,1505574.0,382.0,226344.0,684.0,6648.0,281460.0,50040.0,16824.0,86.0,0.0,235846.0,2868462.0,276.0,25256.0
31866,neg,22958.0,1682614.0,180.0,1038752.0,772.0,394.0,239600.0,185620.0,97976.0,56.0,0.0,146366.0,1258024.0,84.0,91794.0
31870,neg,2368.0,1289116.0,460.0,16048.0,1356.0,48.0,131640.0,51740.0,41580.0,52.0,538.0,87424.0,2452762.0,192.0,46972.0
31872,neg,232.0,1464568.0,1420.0,2.0,174.0,0.0,127200.0,105400.0,91900.0,128.0,936.0,150698.0,2627192.0,194.0,37570.0
31873,neg,9186.0,1281814.0,540.0,0.0,1606.0,1688.0,207920.0,79340.0,41724.0,172.0,0.0,209134.0,2318278.0,232.0,24128.0
31874,neg,1300.0,1250800.0,342.0,1242078.0,1236.0,104.0,128460.0,70220.0,64138.0,48.0,442.0,80402.0,2370686.0,284.0,31688.0
31875,neg,50078.0,1372530.0,2894.0,215084.0,434.0,29362.0,109540.0,58180.0,38090.0,78.0,462.0,66816.0,420098.0,140.0,27534.0
31881,neg,496548.0,3649476.0,1224.0,1553522.0,4734.0,24544.0,226200.0,238680.0,101996.0,236.0,0.0,299566.0,7050074.0,668.0,142668.0
31886,neg,0.0,33647072.0,0.0,0.0,0.0,0.0,343480.0,266340.0,32528.0,902.0,0.0,0.0,4435324.0,0.0,0.0
31887,neg,401046.0,2421262.0,552.0,861016.0,696.0,6432.0,157640.0,17800.0,7958.0,126.0,694.0,166142.0,5173048.0,302.0,143652.0
31891,neg,155818.0,1406278.0,7344.0,2.0,464.0,13672.0,231020.0,167140.0,88828.0,86.0,408.0,123724.0,2332802.0,238.0,21462.0
31897,neg,29744.0,3648308.0,618.0,1904022.0,3502.0,15774.0,163320.0,79320.0,58382.0,190.0,1844.0,384972.0,5896806.0,342.0,136502.0
31899,neg,11646.0,906132.0,1902.0,280030.0,1002.0,2848.0,198480.0,163560.0,98352.0,92.0,0.0,99420.0,1561450.0,448.0,15628.0
31900,neg,68392.0,1302256.0,2538.0,522002.0,14462.0,111290.0,269040.0,151680.0,67902.0,184.0,0.0,715922.0,1818808.0,474.0,23240.0
31902,neg,264.0,847152.0,408.0,58.0,388.0,0.0,150780.0,93160.0,85658.0,32.0,0.0,92800.0,1752136.0,218.0,22136.0
31903,neg,98958.0,2581256.0,236.0,72358.0,1946.0,8.0,227460.0,168240.0,86180.0,216.0,0.0,112252.0,4556748.0,286.0,94594.0
31905,neg,38646.0,1242606.0,148.0,1717980.0,580.0,13802.0,152100.0,31940.0,25140.0,130.0,0.0,84304.0,2176770.0,134.0,48178.0
31906,neg,752.0,1231982.0,1068.0,849946.0,1276.0,858.0,194700.0,57340.0,33818.0,110.0,618.0,112834.0,2152750.0,288.0,32034.0
31908,neg,633940.0,3580570.0,1986.0,2240200.0,1590.0,9674.0,168620.0,110580.0,76768.0,222.0,0.0,264068.0,6706048.0,556.0,152152.0
31910,neg,172.0,1965870.0,808.0,1626458.0,2794.0,820.0,244980.0,60520.0,28050.0,174.0,0.0,390278.0,3767534.0,164.0,49846.0
31914,neg,1426.0,1392748.0,11038.0,664374.0,1444.0,0.0,290140.0,163180.0,69672.0,58.0,0.0,128682.0,2335590.0,240.0,36292.0
31915,neg,44152.0,1048170.0,1324.0,566042.0,594.0,0.0,207720.0,31800.0,11594.0,52.0,286.0,94528.0,2109890.0,304.0,38978.0
31917,neg,1420.0,1233284.0,390.0,17286.0,1418.0,0.0,170980.0,54140.0,35174.0,188.0,670.0,176980.0,2154532.0,390.0,15952.0
31919,neg,235314.0,1277294.0,238.0,478144.0,610.0,7686.0,172040.0,94020.0,64906.0,96.0,0.0,118550.0,1949958.0,164.0,32142.0
31922,neg,410.0,1175358.0,1896.0,0.0,724.0,0.0,102400.0,12620.0,11232.0,86.0,0.0,162700.0,1938222.0,200.0,23970.0
31924,neg,418.0,776782.0,192.0,1054944.0,2056.0,0.0,290540.0,115680.0,54720.0,32.0,378.0,49482.0,1320366.0,86.0,27246.0
31929,neg,906.0,1369110.0,1520.0,1049458.0,7184.0,754.0,278040.0,26280.0,2482.0,94.0,0.0,342022.0,2094906.0,294.0,30038.0
31930,neg,580.0,926714.0,2042.0,73654.0,568.0,0.0,466620.0,187700.0,85868.0,66.0,0.0,97158.0,1609432.0,286.0,15404.0
31932,neg,38248.0,1000908.0,150.0,426800.0,1342.0,1596.0,136160.0,42200.0,22624.0,58.0,0.0,110790.0,2055358.0,224.0,36086.0
31942,neg,1513808.0,1329488.0,130.0,1102428.0,1054.0,69942.0,207860.0,179400.0,114648.0,40.0,1158.0,37222.0,2465520.0,316.0,5170.0
31943,neg,198.0,1288390.0,314.0,658590.0,2556.0,0.0,329480.0,141160.0,71800.0,106.0,0.0,129180.0,2301092.0,92.0,33924.0
31945,neg,9020.0,1210242.0,188.0,397846.0,722.0,138.0,276440.0,149300.0,76158.0,70.0,0.0,105266.0,2313670.0,98.0,34988.0
31946,neg,570108.0,963042.0,72.0,1259480.0,2752.0,36736.0,217720.0,171140.0,113118.0,42.0,772.0,95472.0,229062.0,466.0,9662.0
31947,neg,1244.0,1646816.0,582.0,464852.0,1936.0,0.0,174120.0,64800.0,39072.0,162.0,0.0,131466.0,3272832.0,216.0,67562.0
31951,neg,266.0,745984.0,1598.0,266668.0,546.0,1172.0,181280.0,91660.0,55752.0,118.0,0.0,61162.0,1275312.0,152.0,21052.0
31956,neg,360.0,1189106.0,438.0,1612380.0,646.0,120.0,158080.0,61420.0,39164.0,70.0,660.0,122668.0,2343552.0,180.0,25468.0
31957,neg,62868.0,3811334.0,1752.0,378282.0,778.0,0.0,186180.0,58180.0,36916.0,146.0,0.0,596238.0,7333326.0,2182.0,175220.0
31959,neg,118106.0,1276560.0,656.0,1024078.0,2502.0,0.0,218640.0,74940.0,35482.0,94.0,1170.0,124454.0,1855022.0,140.0,39014.0
31964,neg,30848.0,1059794.0,130.0,62840.0,1060.0,20928.0,179320.0,27320.0,17068.0,54.0,0.0,98988.0,1760910.0,108.0,34174.0
31968,neg,452644.0,4499860.0,510.0,6662858.0,3780.0,0.0,128260.0,102240.0,106906.0,60.0,0.0,368178.0,6020360.0,456.0,44736.0
31973,neg,214.0,811312.0,484.0,1228578.0,1352.0,0.0,229680.0,184400.0,106740.0,0.0,0.0,110046.0,0.0,152.0,36524.0
31975,neg,312.0,1027402.0,3342.0,754944.0,398.0,22928.0,174260.0,13040.0,6052.0,68.0,0.0,154924.0,2048580.0,106.0,24720.0
31980,neg,1538306.0,1079790.0,684.0,2067986.0,1674.0,2976.0,320620.0,240020.0,87356.0,102.0,952.0,72198.0,1981992.0,976.0,2818.0
31983,neg,7106.0,1600260.0,470.0,73576.0,4594.0,0.0,299860.0,115020.0,39560.0,66.0,0.0,148762.0,3224986.0,204.0,36248.0
31985,neg,8690.0,1333208.0,440.0,708322.0,474.0,972.0,176040.0,106740.0,69276.0,46.0,0.0,116548.0,2576454.0,106.0,48118.0
31989,neg,346.0,1252664.0,208.0,15112.0,774.0,0.0,166700.0,93440.0,63856.0,106.0,0.0,128854.0,645096.0,200.0,45926.0
31992,neg,1186.0,1302810.0,3532.0,303936.0,1238.0,28.0,150360.0,70920.0,56868.0,36.0,150.0,132568.0,2408916.0,52.0,22264.0
31996,neg,310.0,533554.0,108.0,446580.0,658.0,90.0,150440.0,3640.0,1976.0,44.0,364.0,26176.0,1004818.0,194.0,19350.0
31997,neg,3188.0,1289568.0,714.0,1882326.0,598.0,0.0,237380.0,205700.0,106730.0,90.0,864.0,196252.0,2669234.0,432.0,46428.0
32000,neg,18080.0,2093360.0,628.0,6.0,550.0,0.0,280780.0,108000.0,43212.0,112.0,742.0,245898.0,3751976.0,202.0,142770.0
32001,neg,34566.0,1303072.0,600.0,11700.0,1230.0,56072.0,284260.0,223060.0,91568.0,84.0,246.0,136276.0,2264180.0,274.0,5302.0
32006,neg,2744.0,1590590.0,2460.0,315502.0,4070.0,1032.0,231940.0,149760.0,68526.0,244.0,0.0,132398.0,2385408.0,388.0,24806.0
32007,neg,2490398.0,1746776.0,336.0,867930.0,3284.0,50674.0,142620.0,34020.0,23800.0,112.0,696.0,120720.0,3361324.0,1384.0,7014.0
32010,neg,364.0,1048544.0,4162.0,453192.0,2452.0,0.0,214320.0,44700.0,22242.0,70.0,1056.0,159096.0,1791918.0,150.0,21824.0
32012,neg,1576.0,1054494.0,266.0,51184.0,1336.0,0.0,156300.0,38160.0,14994.0,28.0,0.0,103724.0,2135154.0,188.0,20348.0
32013,neg,1150.0,2694114.0,340.0,1486564.0,744.0,26.0,154060.0,78640.0,48658.0,116.0,0.0,246000.0,5763990.0,192.0,72428.0
32015,neg,325332.0,1605654.0,584.0,351626.0,392.0,7782.0,167340.0,23760.0,14170.0,74.0,0.0,149112.0,2656288.0,100.0,52608.0
32018,neg,304.0,2632332.0,2204.0,321362.0,664.0,0.0,96040.0,15020.0,8812.0,30.0,0.0,431534.0,1724326.0,108.0,35730.0
32019,neg,2150.0,1062232.0,482.0,442122.0,5180.0,0.0,182260.0,44620.0,26856.0,88.0,0.0,150854.0,2147188.0,108.0,13606.0
32021,neg,5872.0,971892.0,2482.0,27104.0,992.0,2558.0,225040.0,215340.0,114910.0,88.0,0.0,86490.0,1622828.0,182.0,50020.0
32025,neg,462.0,746748.0,972.0,1342.0,1238.0,324.0,455940.0,187180.0,59536.0,172.0,0.0,179004.0,897282.0,134.0,3510.0
32026,neg,106.0,1103694.0,108.0,21342.0,128.0,0.0,108520.0,87860.0,111564.0,74.0,630.0,113458.0,1916966.0,98.0,5840.0
32028,neg,316.0,2072916.0,450.0,1097580.0,670.0,0.0,240800.0,187340.0,106450.0,88.0,742.0,205022.0,3831020.0,244.0,80922.0
32034,neg,2016.0,1587394.0,560.0,298022.0,3426.0,0.0,249940.0,180500.0,42092.0,100.0,0.0,198992.0,2729686.0,300.0,30986.0
32035,neg,376354.0,1117400.0,3072.0,259894.0,468.0,49088.0,352300.0,54980.0,13748.0,100.0,0.0,151704.0,1529796.0,488.0,38508.0
32036,neg,116.0,2301982.0,1136.0,582156.0,9994.0,0.0,340800.0,37380.0,25606.0,70.0,1346.0,145474.0,4612088.0,178.0,38960.0
32037,neg,888.0,875712.0,898.0,14082.0,584.0,0.0,221200.0,197840.0,101072.0,52.0,0.0,73056.0,1813382.0,120.0,15408.0
32039,neg,4360.0,2118386.0,446.0,371184.0,820.0,758.0,250980.0,96460.0,41800.0,54.0,732.0,182852.0,644738.0,82.0,93912.0
32042,neg,3814.0,2808232.0,2920.0,299566.0,6776.0,870.0,146060.0,129780.0,105242.0,166.0,0.0,242168.0,3634864.0,310.0,65930.0
32043,neg,20038.0,2712772.0,646.0,335542.0,782.0,0.0,162480.0,79440.0,54232.0,72.0,0.0,263826.0,1927812.0,466.0,60516.0
32044,neg,750.0,1427218.0,3436.0,92832.0,1602.0,0.0,272800.0,15280.0,2170.0,60.0,440.0,161994.0,2624394.0,312.0,30464.0
32046,neg,16786746.0,22793124.0,2628.0,24883896.0,43880.0,596744.0,238380.0,102460.0,111982.0,66.0,9046.0,2380248.0,3368808.0,8288.0,177662.0
32047,neg,906.0,1369110.0,1520.0,1049458.0,7184.0,754.0,278040.0,26280.0,2482.0,94.0,0.0,342022.0,2094906.0,294.0,30038.0
32048,neg,7504.0,2354254.0,388.0,288396.0,1826.0,0.0,185940.0,172420.0,60250.0,96.0,710.0,136486.0,4044180.0,550.0,116742.0
32052,neg,470.0,1315302.0,2962.0,986132.0,844.0,0.0,204760.0,163320.0,81162.0,88.0,0.0,224390.0,2385480.0,470.0,24600.0
32058,neg,2415114.0,3254224.0,1274.0,2082694.0,4042.0,91756.0,158280.0,116620.0,78040.0,88.0,670.0,5803702.0,6444748.0,760.0,52942.0
32059,neg,152.0,1317240.0,494.0,165258.0,1282.0,0.0,249940.0,108120.0,50776.0,34.0,824.0,145652.0,2389330.0,148.0,23278.0
32061,neg,746.0,987338.0,198.0,236952.0,1966.0,0.0,152440.0,4640.0,2212.0,0.0,0.0,103102.0,0.0,258.0,35214.0
32062,neg,1884.0,1836292.0,284.0,350228.0,826.0,762.0,278880.0,8060.0,2846.0,148.0,0.0,159498.0,3374572.0,186.0,38890.0
32065,neg,692.0,1026726.0,302.0,224572.0,22482.0,0.0,289760.0,12060.0,830.0,78.0,0.0,147526.0,1614834.0,218.0,12544.0
32067,neg,236086.0,2728502.0,1078.0,382664.0,2218.0,9886.0,317740.0,243060.0,79560.0,108.0,0.0,160680.0,5583268.0,296.0,87618.0
32068,neg,19142.0,2439650.0,778.0,438792.0,3254.0,12.0,281740.0,90220.0,44150.0,142.0,2108.0,259708.0,5056630.0,260.0,83100.0
32069,neg,179118.0,1237832.0,464.0,1084572.0,502.0,12548.0,163680.0,59040.0,43646.0,114.0,0.0,100176.0,1931560.0,324.0,46362.0
32078,neg,6974.0,3082562.0,1440.0,1969524.0,796.0,0.0,114140.0,54420.0,65898.0,176.0,0.0,412770.0,5892644.0,392.0,125840.0
32080,neg,94.0,1204472.0,0.0,323352.0,1036.0,0.0,163440.0,105020.0,61794.0,84.0,0.0,254288.0,2265038.0,0.0,0.0
32081,neg,572.0,1055728.0,2216.0,2369702.0,1274.0,2782.0,125220.0,28140.0,24634.0,58.0,0.0,108644.0,2236920.0,134.0,3686.0
32083,neg,11238.0,1780786.0,384.0,1086.0,880.0,0.0,281480.0,59180.0,23626.0,158.0,0.0,297270.0,3518494.0,474.0,57184.0
32086,neg,360.0,1194132.0,3418.0,0.0,306.0,0.0,300940.0,121620.0,37232.0,296.0,0.0,234048.0,1189168.0,1236.0,6432.0
32087,neg,24332.0,1687206.0,902.0,473602.0,1376.0,3084.0,301060.0,114520.0,35078.0,160.0,0.0,180842.0,2913296.0,288.0,48798.0
32090,neg,1860.0,1556788.0,11710.0,0.0,1448.0,29912.0,301300.0,99140.0,28866.0,164.0,0.0,123722.0,2781600.0,2112.0,25104.0
32092,neg,92794.0,3858614.0,3078.0,204134.0,1096.0,0.0,94460.0,104500.0,42222.0,232.0,0.0,503124.0,7569084.0,256.0,166178.0
32094,neg,4924.0,831114.0,210.0,838222.0,494.0,14492.0,154320.0,93200.0,82784.0,44.0,444.0,105930.0,922502.0,294.0,2340.0
32095,neg,202.0,1157120.0,60.0,523226.0,446.0,0.0,181700.0,142560.0,117378.0,50.0,0.0,61714.0,2012204.0,142.0,23106.0
32096,neg,72476.0,1173708.0,156.0,126050.0,1266.0,72.0,161880.0,57620.0,43370.0,82.0,0.0,151006.0,2281682.0,252.0,39252.0
32102,neg,165194.0,1025906.0,1358.0,287594.0,436.0,15778.0,304340.0,18320.0,4522.0,110.0,0.0,179292.0,1801046.0,138.0,32846.0
32104,neg,31240.0,539462.0,1274.0,13706.0,152.0,0.0,174100.0,24400.0,16260.0,18.0,0.0,46330.0,608966.0,76.0,8136.0
32108,neg,2698.0,2306190.0,3150.0,690406.0,1374.0,68.0,128620.0,52940.0,52970.0,160.0,0.0,225528.0,4526524.0,256.0,68374.0
32110,neg,106.0,1103694.0,108.0,21342.0,128.0,0.0,108520.0,87060.0,111476.0,74.0,630.0,113458.0,1916966.0,98.0,5840.0
32111,neg,384714.0,1814974.0,172.0,2345446.0,962.0,0.0,146720.0,83720.0,57682.0,258.0,0.0,353222.0,3161402.0,280.0,35126.0
32112,neg,65884.0,1180792.0,370.0,207398.0,940.0,0.0,359860.0,229560.0,99776.0,130.0,0.0,112370.0,2202348.0,338.0,41904.0
32114,neg,51498.0,2630186.0,612.0,2392598.0,2456.0,464.0,133120.0,97780.0,87960.0,130.0,0.0,256926.0,5257762.0,1168.0,58372.0
32117,neg,696.0,1491906.0,242.0,419526.0,4198.0,60.0,180920.0,151460.0,100272.0,34.0,0.0,87694.0,3073122.0,178.0,21990.0
32118,neg,372.0,1374404.0,1446.0,14910.0,450.0,4.0,251740.0,125260.0,56938.0,154.0,1180.0,112164.0,2494496.0,176.0,39676.0
32125,neg,196.0,1013710.0,1308.0,400068.0,826.0,1602.0,294520.0,293700.0,113314.0,62.0,0.0,78076.0,1673376.0,146.0,16566.0
32126,neg,241328.0,1317042.0,2058.0,657654.0,414.0,5078.0,236100.0,113900.0,56722.0,130.0,0.0,116092.0,2380600.0,244.0,40946.0
32130,neg,1598.0,6911950.0,54486.0,7688728.0,3832.0,82.0,517380.0,298080.0,30774.0,754.0,0.0,569880.0,7801606.0,3434.0,43458.0
32135,neg,123646.0,2815178.0,618.0,225378.0,7722.0,1708.0,164720.0,118160.0,83036.0,410.0,0.0,172044.0,1869720.0,1810.0,92810.0
32137,neg,730.0,1410816.0,78.0,366740.0,1422.0,0.0,194360.0,121540.0,70830.0,66.0,0.0,160840.0,2264674.0,238.0,36798.0
32138,neg,3310.0,2292892.0,544.0,597294.0,840.0,2.0,244840.0,39280.0,13504.0,114.0,330.0,277242.0,2659410.0,578.0,74916.0
32140,pos,4545390.0,15608228.0,3534.0,3503408.0,9528.0,167928.0,322440.0,187480.0,42712.0,114.0,1388.0,2786842.0,14221670.0,836.0,79054.0
32147,neg,1782.0,1090326.0,388.0,18854.0,6328.0,0.0,100000.0,820.0,120198.0,64.0,0.0,110504.0,1626570.0,146.0,49366.0
